Model,oF1,Class_Acc,Class_F1,Class_Recall,Pixel_Dice,Pixel_IoU
unet_baseline_100,0.39272553932387744,0.6144109055501461,0.6526315789473685,0.6751361161524501,0.30926684189051457,0.2275739958302272
