Model,oF1,Class_Acc,Class_F1,Class_Recall,Pixel_Dice,Pixel_IoU
segformer_b0_scratch_512,0.4548164072007736,0.5501460564751705,0.37398373983739835,0.25045372050816694,0.12276597340934227,0.08996985358372137
