Model,oF1,Class_Acc,Class_F1,Class_Recall,Pixel_Dice,Pixel_IoU
segformer_b2_512,0.63410433252848,0.7828627069133398,0.7650158061116965,0.6588021778584392,0.44047785637870324,0.3775590630215923
