Model,oF1,Class_Acc,Class_F1,Class_Recall,Pixel_Dice,Pixel_IoU
unet_scratch_100,0.22220851865232105,0.4177215189873418,0.4809027777777778,0.5027223230490018,0.17079392407064084,0.1244943446707016
