Model,oF1,Class_Acc,Class_F1,Class_Recall,Pixel_Dice,Pixel_IoU
unet_baseline_512,0.4897569292527032,0.7098344693281402,0.7172675521821632,0.6860254083484574,0.35542586393578285,0.2598823598403032
