Model,oF1,Class_Acc,Class_F1,Class_Recall,Pixel_Dice,Pixel_IoU
Final_Pipeline_B2,0.574032285370421,0.7332035053554041,0.7109704641350211,0.6116152450090744,0.38222525902994,0.3070448622263162
