Model,oF1,Class_Acc,Class_F1,Class_Recall,Pixel_Dice,Pixel_IoU
unet_scratch_512,0.46093374168095524,0.555014605647517,0.36615811373092927,0.2395644283121597,0.07074010052375401,0.046495236438306733
