Model,oF1,Class_Acc,Class_F1,Class_Recall,Pixel_Dice,Pixel_IoU
segformer_b0_dice_100,0.5354256991913983,0.6806231742940604,0.6379690949227373,0.5245009074410163,0.30696360255836885,0.23835077682189948
