Model,oF1,Class_Acc,Class_F1,Class_Recall,Pixel_Dice,Pixel_IoU
segformer_b0_scratch_100,0.21269684421882246,0.3602726387536514,0.39335180055401664,0.38656987295825773,0.11322923530488668,0.08070465329598667
