Model,oF1,Class_Acc,Class_F1,Class_Recall,Pixel_Dice,Pixel_IoU
segformer_b2_capacity,0.5535111758524468,0.7293086660175268,0.7269155206286837,0.6715063520871143,0.3958455663207264,0.31643624992852354
