Model,oF1,Class_Acc,Class_F1,Class_Recall,Pixel_Dice,Pixel_IoU
unet_deepsup_512,0.4634858812074002,0.4634858812074002,0.0,0.0,4.4440951925704483e-10,4.4440951925704483e-10
