Model,oF1,Class_Acc,Class_F1,Class_Recall,Pixel_Dice,Pixel_IoU
segformer_b2_aug,0.522949497133104,0.6777020447906524,0.6569948186528497,0.5753176043557169,0.3415620024326552,0.2842816331857319
