Model,oF1,Class_Acc,Class_F1,Class_Recall,Pixel_Dice,Pixel_IoU
unet_dice_512,0.4419966880106771,0.6650438169425511,0.6878402903811253,0.6878402903811253,0.3518497898872225,0.2584631147513514
