Model,oF1,Class_Acc,Class_F1,Class_Recall,Pixel_Dice,Pixel_IoU
segformer_b0_baseline,0.48423637561484356,0.676728334956183,0.6712871287128713,0.6152450090744102,0.3169671825410293,0.23865928547007936
