Model,oF1,Class_Acc,Class_F1,Class_Recall,Pixel_Dice,Pixel_IoU
segformer_b0_baseline_512,0.5023923450750071,0.7049659201557936,0.704390243902439,0.6551724137931034,0.372111008992489,0.29070486261604817
