Model,oF1,Class_Acc,Class_F1,Class_Recall,Pixel_Dice,Pixel_IoU
segformer_b0_scratch,0.32836422819812583,0.47224926971762415,0.4282700421940928,0.3684210526315789,0.10612194959491106,0.07518313909385173
