Model,oF1,Class_Acc,Class_F1,Class_Recall,Pixel_Dice,Pixel_IoU
unet_baseline,0.43421727615710004,0.6329113924050633,0.64733395696913,0.6279491833030852,0.29768873009075003,0.22006401619173627
