Model,oF1,Class_Acc,Class_F1,Class_Recall,Pixel_Dice,Pixel_IoU
unet_dice,0.4800783004395998,0.6543330087633885,0.6313603322949117,0.5517241379310345,0.28351683286430984,0.2065312251665623
