Model,oF1,Class_Acc,Class_F1,Class_Recall,Pixel_Dice,Pixel_IoU
unet_scratch,0.4022798035481224,0.5043816942551119,0.3990554899645809,0.30671506352087113,0.14308273615554676,0.10611372771261561
