Model,oF1,Class_Acc,Class_F1,Class_Recall,Pixel_Dice,Pixel_IoU
segformer_b0_dice_512,0.49549320550245934,0.7205452775073028,0.7243035542747358,0.6842105263157895,0.37109716179696245,0.27353001121730397
