Model,oF1,Class_Acc,Class_F1,Class_Recall,Pixel_Dice,Pixel_IoU
unet_dice_100,0.5174263019493414,0.6806231742940604,0.6419213973799127,0.5335753176043557,0.2904566724007039,0.21592604941444338
