Model,oF1,Class_Acc,Class_F1,Class_Recall,Pixel_Dice,Pixel_IoU
unet_deepsup,0.32340342599065797,0.45180136319376824,0.41778697001034126,0.3666061705989111,0.13322903559942387,0.09449006924466309
