Model,oF1,Class_Acc,Class_F1,Class_Recall,Pixel_Dice,Pixel_IoU
segformer_b2_capacity_512,0.5501240139077528,0.7604673807205453,0.7625482625482626,0.7168784029038112,0.4275656333212572,0.33901127143038157
