Model,oF1,Class_Acc,Class_F1,Class_Recall,Pixel_Dice,Pixel_IoU
segformer_b0_dice,0.4348892037404911,0.6407010710808179,0.6548175865294668,0.6352087114337568,0.31773943914768277,0.23955279202044463
